date,channel,spend,cpm,impressions,clicks,conversions,est_reach,dow,is_weekend,reach_pct,reach_people
2024-04-13,LinearTV,67031.61384112536,28.0,2393986.20861162,25849.345460850294,24.751211496333685,93659.8316285061,5,1,0.17031914805965542,170319.14805965542
2024-04-14,LinearTV,59679.490584773455,28.0,2131410.378027623,23656.320548563217,7.529872190711341,84031.56991280745,6,1,0.15356626824958966,153566.26824958966
2024-04-15,LinearTV,59465.37776553775,28.0,2123763.4916263483,21796.351764130533,28.3954770777668,83748.89063257707,0,0,0.15307175866949274,153071.75866949273
2024-04-16,LinearTV,43917.9148202159,28.0,1568496.9578648536,13589.876444494594,22.03034751161844,62872.03805549823,1,0,0.11613397272481657,116133.97272481657
2024-04-17,LinearTV,45700.07087611932,28.0,1632145.388432833,20222.523682049243,29.40621359130519,65300.529704524895,2,0,0.12047284987648253,120472.84987648253
2024-04-18,LinearTV,61699.05615806647,28.0,2203537.719930945,23092.07876494552,27.183926646405485,86691.50008416544,3,0,0.15821204839890016,158212.04839890017
2024-04-19,LinearTV,53945.27305137005,28.0,1926616.894691788,21329.440706427184,23.277843486332124,76416.09853862767,4,0,0.1401912381908886,140191.2381908886
2024-04-20,LinearTV,68694.49759820364,28.0,2453374.9142215587,30387.49971912369,24.295021846027808,95816.57223099963,5,1,0.17404765860454532,174047.65860454532
2024-04-21,LinearTV,59656.97906551677,28.0,2130606.395197028,23003.128136901632,19.043926604754084,84001.85551359845,6,1,0.15351429399815286,153514.29399815286
2024-04-22,LinearTV,66055.95135504914,28.0,2359141.1198231834,28806.020346289788,16.741668942729678,92390.82691311276,0,0,0.1681211923660948,168121.1923660948
2024-04-23,LinearTV,89083.93498587428,28.0,3181569.106638367,35046.875021001906,20.455699441009227,121645.97067721371,1,0,0.2180090970122194,218009.0970122194
2024-04-24,LinearTV,76606.2100393046,28.0,2735936.072832308,33084.726804672406,10.256774754318467,105973.3577239061,2,0,0.19148709482125004,191487.09482125004
2024-04-25,LinearTV,76289.73174262549,28.0,2724633.276522339,31562.099407463305,28.108572993303056,105570.37136474848,3,0,0.19079891623547285,190798.91623547286
2024-04-26,LinearTV,58433.26172193792,28.0,2086902.2043549255,25112.45012355198,21.70466579956169,82384.43376924982,4,0,0.15068269740617046,150682.69740617045
2024-04-27,LinearTV,80604.87817744436,28.0,2878745.6491944417,34056.50456112039,30.12621594126033,111041.57460540852,5,1,0.20011548436530618,200115.48436530618
2024-04-28,LinearTV,60654.03669558681,28.0,2166215.596270957,30388.64203461696,18.45738428020832,85316.56265064505,6,1,0.15581228404008549,155812.28404008548
2024-04-29,LinearTV,38136.72750802605,28.0,1362025.9824295014,16155.709449476468,14.05461215437343,54930.03995645876,0,0,0.10186734878626735,101867.34878626735
2024-04-30,LinearTV,88517.86028629511,28.0,3161352.153081968,38460.22363582597,20.21808680309804,120943.9916139466,1,0,0.21683129853292984,216831.29853292985
2024-05-01,LinearTV,46632.11661877069,28.0,1665432.7363846677,16155.290710044752,15.664287080647997,66566.91237469808,2,0,0.12273105497725867,122731.05497725867
2024-05-02,LinearTV,70623.21634884836,28.0,2522257.7267445843,31902.159252266996,28.605025489636464,98308.49040098143,3,0,0.1783445781971218,178344.5781971218
2024-05-03,LinearTV,44584.87288611063,28.0,1592316.8887896652,22172.080997945268,14.498305035956292,63781.96830896639,4,0,0.11776099832679893,117760.99832679893
2024-05-04,LinearTV,57985.368877941786,28.0,2070906.031355064,27118.340203731463,26.842978367289373,81791.38009040715,5,1,0.14964320704402959,149643.20704402958
2024-05-05,LinearTV,80935.25716184934,28.0,2890544.8986374764,33044.29625925899,23.4272445781976,111458.38308955009,6,1,0.20082288564672438,200822.88564672437
2024-05-06,LinearTV,68194.26372005549,28.0,2435509.4185734103,30122.229305853216,20.001638285139368,95168.58280951135,0,0,0.1729283641816582,172928.3641816582
2024-05-07,LinearTV,66715.75388715416,28.0,2382705.4959697914,24823.97197228406,15.694698722548004,93249.29575790754,1,0,0.16960842238573984,169608.42238573983
2024-05-08,LinearTV,30310.502844363185,28.0,1082517.9587272566,14380.62005660062,11.032735238308142,44020.68428824951,2,0,0.08207871523253037,82078.71523253036
2024-05-09,LinearTV,37455.445074072704,28.0,1337694.4669311682,16953.434321819976,21.45065448507622,53987.62042515741,3,0,0.10016661801518092,100166.61801518092
2024-05-10,LinearTV,33404.512976896774,28.0,1193018.3206034563,16606.49884297951,12.561386895052802,48355.45570143713,4,0,0.08996810212721372,89968.10212721371
2024-05-11,LinearTV,61343.71021882873,28.0,2190846.7935295976,26013.606370812933,21.58688036515051,86224.31505438883,5,1,0.15739704298369608,157397.0429836961
2024-05-12,LinearTV,45425.14898188071,28.0,1622326.7493528824,16939.84290681967,16.64681128292878,64926.50644197557,6,1,0.1198053190346812,119805.31903468119
2024-05-13,LinearTV,76052.25357474641,28.0,2716151.9133838005,33482.60143887219,18.17229401824744,105267.7999722966,0,0,0.19028201150204113,190282.01150204113
2024-05-14,LinearTV,35886.60203446539,28.0,1281664.358373764,14633.110814873791,13.783415260276456,51812.19717254618,1,0,0.0962344382428789,96234.4382428789
2024-05-15,LinearTV,62757.74317130543,28.0,2241347.970403765,32691.02800799817,29.43797017166854,88081.28392578974,2,0,0.16063408294682208,160634.08294682208
2024-05-16,LinearTV,49579.30303366413,28.0,1770689.394059433,20989.9767891603,17.23122245607567,70554.689896412,3,0,0.12982237562149976,129822.37562149976
2024-05-17,LinearTV,47711.13210417754,28.0,1703969.0037206262,20058.08539518509,25.372320647287133,68029.829270502,4,0,0.12533597427263274,125335.97427263274
2024-05-18,LinearTV,74480.96226886756,28.0,2660034.36674527,36203.33485394136,24.52976881063136,103261.93021430886,5,1,0.18685080519702463,186850.80519702463
2024-05-19,LinearTV,41689.31361128762,28.0,1488904.0575459865,17118.37653356441,18.97272936926635,59822.10953027503,6,1,0.1106691655277877,110669.1655277877
2024-05-20,LinearTV,65646.14289146275,28.0,2344505.1032665265,26364.11058823982,17.116944358736937,91857.01388549176,0,0,0.16719569638354664,167195.69638354663
2024-05-21,LinearTV,52301.79650292622,28.0,1867921.3036759363,22559.727091708253,14.764339974152724,74216.1294191238,1,0,0.13630706362298223,136307.06362298224
2024-05-22,LinearTV,66577.13608214591,28.0,2377754.86007664,29446.701564065806,26.4769307824209,93069.04087906767,2,0,0.16929626120521038,169296.26120521038
2024-05-23,LinearTV,82347.95157903123,28.0,2940998.2706796867,30531.33441697248,19.134255347423306,113237.32367412328,3,0,0.20383832288823706,203838.32288823705
2024-05-24,LinearTV,43328.13064594452,28.0,1547433.2373551612,19597.746627228116,22.50676909329348,62066.311895866085,4,0,0.11469197828311568,114691.97828311568
2024-05-25,LinearTV,91343.0808254216,28.0,3262252.8866222007,33162.341521164235,26.834653085452278,124439.03193555126,5,1,0.2226859270216922,222685.92702169222
2024-05-26,LinearTV,36028.13472174379,28.0,1286719.0972051353,16306.10281795396,31.119211759884543,52008.752568372176,6,1,0.09659008346194115,96590.08346194115
2024-05-27,LinearTV,67086.09416820566,28.0,2395931.9345787736,34008.73817180711,24.63041405058213,93730.61380537583,0,0,0.17044165477950762,170441.65477950763
2024-05-28,LinearTV,54624.89771968167,28.0,1950889.2042743447,22551.57361986949,25.49012534358448,77323.5868635263,1,0,0.14179080440045463,141790.80440045462
2024-05-29,LinearTV,70961.46178599788,28.0,2534337.9209284955,31369.12625512961,17.19924149200507,98744.44540574828,2,0,0.17909509660653172,179095.09660653173
2024-05-30,LinearTV,58086.763194336985,28.0,2074527.2569406065,29515.93296181716,12.744102912214078,81925.68587163005,3,0,0.14987867327347812,149878.6732734781
2024-05-31,LinearTV,77887.61268716963,28.0,2781700.453113201,28266.710210500267,25.57145325375421,107602.23603151724,4,0,0.19426555384903033,194265.55384903032
2024-06-01,LinearTV,34112.89906814105,28.0,1218317.8238621803,14024.47455731076,26.18262512657537,49343.882306896885,5,1,0.09176217714134652,91762.17714134652
2024-06-02,LinearTV,67837.71157898636,28.0,2422775.413535227,31168.128948803896,32.119042921281405,94706.29064825358,6,1,0.17212934221516074,172129.34221516075
2024-06-03,LinearTV,55189.98561664212,28.0,1971070.914880076,29293.989528512477,22.885598882381107,78077.13104738703,0,0,0.1431178436043372,143117.84360433722
2024-06-04,LinearTV,70031.12483388769,28.0,2501111.6012102747,28073.619360031505,20.94231974366864,97544.59925161688,1,0,0.17702862696513738,177028.62696513737
2024-06-05,LinearTV,70482.42630303802,28.0,2517229.510822787,33052.29559014953,26.267121150672164,98126.93692594176,2,0,0.17803191782853905,178031.91782853907
2024-06-06,LinearTV,63918.75796850784,28.0,2282812.7845895654,27701.27296192338,23.42838683193491,89601.7774835649,3,0,0.1632797130229874,163279.71302298742
2024-06-07,LinearTV,57661.52733094999,28.0,2059340.2618196425,24525.008566996246,22.77522186435238,81362.22769793792,4,0,0.14889058421650542,148890.5842165054
2024-06-08,LinearTV,48622.56997949896,28.0,1736520.356410677,20948.51540008301,15.715543553104936,69262.91375651301,5,1,0.12752852647450005,127528.52647450006
2024-06-09,LinearTV,49173.9366999412,28.0,1756212.0249979,22069.15463095914,18.058033502143928,70007.68963356069,6,1,0.12885143207519276,128851.43207519276
2024-06-10,LinearTV,64072.42966238472,28.0,2288301.059370883,30422.642466582245,24.629554245902945,89802.74638284449,0,0,0.1636290667361366,163629.06673613662
2024-06-11,LinearTV,68469.088888404,28.0,2445324.6031572856,27669.393028880724,22.948839332941773,95524.66986752496,1,0,0.1735435446120837,173543.5446120837
2024-06-12,LinearTV,63952.30822996589,28.0,2284011.008213068,29625.272751916047,21.16553301510511,89645.65952032905,2,0,0.16335600178128848,163356.00178128848
2024-06-13,LinearTV,61139.32901874131,28.0,2183547.4649550463,29556.01777139741,25.132415743464723,85955.44715830362,3,0,0.15692781473934928,156927.81473934927
2024-06-14,LinearTV,70823.43757689215,28.0,2529408.4848890053,31134.763149854534,32.072303301249505,98566.58805696644,4,0,0.17878895005545045,178788.95005545046
2024-06-15,LinearTV,59792.43380858645,28.0,2135444.0645923726,24549.75715918521,19.779980775764542,84180.6292891609,5,1,0.1538269667731246,153826.96677312462
2024-06-16,LinearTV,47618.84205031568,28.0,1700672.930368417,27192.98090208291,28.5872577843454,67904.83570892301,6,1,0.12511356340883079,125113.56340883079
2024-06-17,LinearTV,62628.17128362768,28.0,2236720.402986703,36595.93612397917,24.62112969751731,87911.35862991479,0,0,0.1603381435896033,160338.1435896033
2024-06-18,LinearTV,55573.651286431406,28.0,1984773.260229693,27448.47949250909,27.06451574944286,78588.2290372367,1,0,0.144017309839849,144017.309839849
2024-06-19,LinearTV,36210.25031643063,28.0,1293223.225586808,13231.348677110678,30.0335965025484,52261.580328246986,2,0,0.09704744155024231,97047.4415502423
2024-06-20,LinearTV,53878.48741259669,28.0,1924231.693307025,21830.93311106212,25.244365252578195,76326.8497613739,3,0,0.14003384174328906,140033.84174328906
2024-06-21,LinearTV,65581.58208910294,28.0,2342199.360325105,30660.18734823548,22.44244416924961,91772.87478167516,4,0,0.16704977115525343,167049.77115525343
2024-06-22,LinearTV,26296.659990230924,28.0,939166.428222533,10893.247216388796,18.841980534157784,38354.21196382119,5,1,0.07171308479569626,71713.08479569625
2024-06-23,LinearTV,69772.82987009258,28.0,2491886.781074736,27269.179873797515,22.72430510488258,97211.05439069631,6,1,0.1764536819310993,176453.6819310993
2024-06-24,LinearTV,47083.68134739644,28.0,1681560.0481213017,24161.06870819299,24.61742674353718,67179.55029292096,0,0,0.12382242743611167,123822.42743611167
2024-06-25,LinearTV,87139.59524599665,28.0,3112128.401642737,38357.79846256909,19.967123737883824,119231.26511263708,1,0,0.21395364678179085,213953.64678179086
2024-06-26,LinearTV,72817.87840599923,28.0,2600638.5144999726,29189.991333312813,28.91291234762938,101131.51035263207,2,0,0.18319811630916139,183198.11630916139
2024-06-27,LinearTV,49548.42272355637,28.0,1769586.5258412992,23594.52265280182,22.329887701547587,70513.03680463706,3,0,0.12974845978536012,129748.45978536012
2024-06-28,LinearTV,64742.33935774167,28.0,2312226.405633631,30501.219380687548,13.45061448156038,90678.06879565588,4,0,0.1651497863165874,165149.7863165874
2024-06-29,LinearTV,65802.12781033805,28.0,2350075.9932263587,32184.62591626996,35.543795826660684,92060.2537761168,5,1,0.16754812652111176,167548.12652111176
2024-06-30,LinearTV,28499.60238522564,28.0,1017842.9423294872,13354.483434673395,23.315181073803565,41470.21055079025,6,1,0.07742051091118302,77420.51091118301
2024-07-01,LinearTV,78463.11769732102,28.0,2802254.2034757505,41650.85184359543,27.780553999928248,108332.34548971556,0,0,0.1955092867016675,195509.2867016675
2024-07-02,LinearTV,55550.88811395303,28.0,1983960.2897840368,25844.974314954303,14.850072248646704,78557.91693369481,1,0,0.1439639782180305,143963.9782180305
2024-07-03,LinearTV,69442.94376332716,28.0,2480105.134404541,29009.567424911987,28.792445327065728,96784.79296416922,2,0,0.17571860875730777,175718.60875730778
2024-07-04,LinearTV,55726.86759945494,28.0,1990245.271409105,24667.3772441277,20.32962471288348,78792.21787799134,3,0,0.1443761661090245,144376.16610902452
2024-07-05,LinearTV,68925.44198753347,28.0,2461622.9281261954,29566.449297417923,20.88384470203929,96115.49705760654,4,0,0.17456373210776377,174563.73210776376
2024-07-06,LinearTV,33356.30499800322,28.0,1191296.6070715436,14730.53452791104,14.0687277644317,48288.135510519554,5,1,0.08984584445021514,89845.84445021514
2024-07-07,LinearTV,55816.74908773865,28.0,1993455.3245620949,26949.801856830432,22.150380511172305,78911.85295655244,6,1,0.14458659106896796,144586.59106896794
2024-07-08,LinearTV,55502.42705587679,28.0,1982229.5377098853,30015.042046694056,31.50572026782163,78493.37985236826,0,0,0.14385042482113342,143850.4248211334
2024-07-09,LinearTV,51775.96807612384,28.0,1849141.7170044228,25481.17422089085,14.635406045344377,73510.61426916887,1,0,0.13505950465534797,135059.50465534796
2024-07-10,LinearTV,55382.87293291674,28.0,1977959.7476041687,23049.79563973032,16.414597535047633,78334.13728622865,2,0,0.14357020290455544,143570.20290455545
2024-07-11,LinearTV,26426.53150012542,28.0,943804.6964330508,9459.253695096097,13.609088784198043,38538.31978190605,3,0,0.07205080547238048,72050.80547238048
2024-07-12,LinearTV,118893.56559654493,28.0,4246198.771305176,42755.01084563656,38.53280295872455,157434.72065512883,4,0,0.2767853238278039,276785.3238278039
2024-07-13,LinearTV,51969.973694756656,28.0,1856070.489098452,23966.387582764764,17.543299470211984,73771.00826948155,5,1,0.13552006719511223,135520.06719511223
2024-07-14,LinearTV,63783.60594640016,28.0,2277985.9266571486,28066.412014059824,24.73831099569288,89424.97355243978,6,1,0.1629723030009382,162972.3030009382
2024-07-15,LinearTV,74948.55765869172,28.0,2676734.202096133,32459.732828780507,27.870983778374992,103859.55640731826,0,0,0.18787389974360222,187873.89974360223
2024-07-16,LinearTV,86210.44796873338,28.0,3078944.5703119063,42815.02628387098,23.77947002647396,118073.78530212308,1,0,0.21200569020245866,212005.69020245865
2024-07-17,LinearTV,31316.17536870335,28.0,1118434.8345965482,14128.848931515891,9.947619320504227,45432.80583123857,2,0,0.08465263906726382,84652.63906726382
2024-07-18,LinearTV,45599.30557080804,28.0,1628546.6275288586,20460.92015835891,20.97491491818691,65163.46700901302,3,0,0.12022826029404561,120228.26029404561
2024-07-19,LinearTV,31382.886631839134,28.0,1120817.3797085406,13030.163619826562,15.687665400324716,45526.37129549725,4,0,0.08482305350127053,84823.05350127054
2024-07-20,LinearTV,75575.68276528975,28.0,2699131.527331777,28534.25749778057,7.8256875243802675,104660.13544604032,5,1,0.1892433642892457,189243.3642892457
2024-07-21,LinearTV,22675.08969880516,28.0,809824.6321001843,9430.451457249592,19.70113871772523,33199.52907849845,6,1,0.06223210887719732,62232.10887719732
2024-07-22,LinearTV,29250.88082133783,28.0,1044674.3150477796,14828.464726437312,15.7675795580208,42529.51313933692,0,0,0.0793566921885577,79356.6921885577
2024-07-23,LinearTV,64761.79891875263,28.0,2312921.3899554512,28441.072784894783,22.32185550229766,90703.47641726292,1,0,0.1651939058779709,165193.9058779709
2024-07-24,LinearTV,87270.92883836737,28.0,3116818.887084549,42719.11277326234,28.62282979434485,119394.68735343208,2,0,0.21422846651365443,214228.46651365442
2024-07-25,LinearTV,32730.31161919268,28.0,1168939.700685453,15998.522594824251,17.837635760060454,47413.33323681363,3,0,0.0882563833430762,88256.3833430762
2024-07-26,LinearTV,65421.25975909655,28.0,2336473.562824877,25876.73432899453,26.393607186730048,91563.88376333436,4,0,0.16668725289604175,166687.25289604175
2024-07-27,LinearTV,52746.577742301946,28.0,1883806.3479393555,22045.23852670483,24.981877235620352,74812.28154591785,5,1,0.13736050586979634,137360.50586979635
2024-07-28,LinearTV,66645.03195671063,28.0,2380179.712739665,32493.651435064632,17.66724517305525,93157.3375448696,6,1,0.1694491790283612,169449.17902836122
2024-07-29,LinearTV,72629.7554317819,28.0,2593919.8368493533,31776.47370790321,6.3333079441938125,100890.04542592862,0,0,0.1827835677607709,182783.5677607709
2024-07-30,LinearTV,33722.56789872421,28.0,1204377.4249544365,14722.33017156502,19.522292323612533,48799.43029234624,1,0,0.09077417686823229,90774.17686823229
2024-07-31,LinearTV,74676.33168042052,28.0,2667011.845729304,35695.72744944671,17.376625617946576,103511.70156788388,2,0,0.1872784795373189,187278.4795373189
2024-08-01,LinearTV,31799.849491383546,28.0,1135708.910406555,15183.820087235028,6.599555718022756,46110.87697905546,3,0,0.08588726886015118,85887.26886015118
2024-08-02,LinearTV,77752.40500334892,28.0,2776871.607262461,30572.81489909375,33.87248577682822,107430.5753159524,4,0,0.19397298338913815,193972.98338913816
2024-08-03,LinearTV,45181.89988648876,28.0,1613639.281660313,18064.155052709662,28.06774891812586,64595.38932493339,5,1,0.1192141453501935,119214.1453501935
2024-08-04,LinearTV,60187.48982860876,28.0,2149553.2081645983,33830.89723206131,12.559400973544058,84701.72972456983,6,1,0.1547380187236815,154738.0187236815
2024-08-05,LinearTV,62221.34129697414,28.0,2222190.760606219,25289.47909971073,17.881669078128567,87377.52022543547,0,0,0.15940806226396795,159408.06226396793
2024-08-06,LinearTV,56764.98543678552,28.0,2027320.9084566256,23092.28914339823,26.78530324444353,80172.58242756754,1,0,0.14680243269127644,146802.43269127642
2024-08-07,LinearTV,82551.29742643499,28.0,2948260.6223726785,35579.63903523935,23.089731547114795,113492.9445927563,2,0,0.20427111928973796,204271.11928973795
2024-08-08,LinearTV,65078.29314428871,28.0,2324224.755153168,26285.747539651984,23.78653948466309,91116.56239076628,3,0,0.16591104500850104,165911.04500850104
2024-08-09,LinearTV,66246.69057152179,28.0,2365953.234697207,29367.931001886143,16.726325094571198,92639.1223762743,4,0,0.1685514888903936,168551.48889039358
2024-08-10,LinearTV,73706.57432078378,28.0,2632377.6543137063,27218.54972077411,33.68470245512326,102270.87937389872,5,1,0.18515268896798107,185152.68896798106
2024-08-11,LinearTV,84427.02832158483,28.0,3015251.0114851724,35828.98005301724,34.8271208527645,115845.63335077662,6,1,0.20824859274267046,208248.59274267047
2024-08-12,LinearTV,42700.01395191383,28.0,1525000.4982826365,15820.651407859765,8.852681144684189,61207.09779155715,0,0,0.11315291905928256,113152.91905928256
2024-08-13,LinearTV,44639.57113670431,28.0,1594270.3977394395,19339.770068188627,14.107097638381063,63856.53539599181,1,0,0.11789426130941899,117894.26130941899
2024-08-14,LinearTV,36345.05276713504,28.0,1298037.5988262517,14898.973034097413,18.20633925787646,52448.66057755144,2,0,0.09738578769607545,97385.78769607545
2024-08-15,LinearTV,22016.30872170472,28.0,786296.740060883,10482.296968590805,16.792426147126914,32257.55978888162,3,0,0.06049425294529529,60494.252945295295
2024-08-16,LinearTV,50889.68350181683,28.0,1817488.696493458,22507.10415796164,23.30235377236663,72319.66683204084,4,0,0.13295143255919983,132951.43255919983
2024-08-17,LinearTV,73335.55683419839,28.0,2619127.0297928,33870.84507804193,16.446873857487812,101795.47336758788,5,1,0.18433743787233983,184337.43787233983
2024-08-18,LinearTV,52835.31626093992,28.0,1886975.5807478544,20181.806224109383,20.86473878528779,74931.15216942702,6,1,0.13757047847793544,137570.47847793542
2024-08-19,LinearTV,39949.11841686104,28.0,1426754.2291736086,17072.60450487654,20.00031300351815,57430.43627800479,0,0,0.10637164554890416,106371.64554890415
2024-08-20,LinearTV,55467.29119526068,28.0,1980974.6855450245,18286.94173046329,19.1673215585315,78446.58415507383,1,0,0.1437680825833861,143768.0825833861
2024-08-21,LinearTV,89027.31060090344,28.0,3179546.807175123,42916.712896402096,24.7090026641786,121575.7901169327,2,0,0.21789138912151787,217891.38912151786
2024-08-22,LinearTV,78312.31948219571,28.0,2796868.552935561,31844.54771178196,34.199467179982435,108141.12368237705,3,0,0.19518364144529976,195183.64144529976
2024-08-23,LinearTV,42391.80053386541,28.0,1513992.8762094788,18520.635058197666,31.978596547186463,60785.062987878046,4,0,0.112396447479098,112396.44747909799
2024-08-24,LinearTV,64962.769569233664,28.0,2320098.9131869166,32493.0613758568,28.424240350520066,90965.81432228824,5,1,0.16564937594986973,165649.37594986972
2024-08-25,LinearTV,59515.79083425795,28.0,2125563.958366355,27661.684713361665,23.226321006645016,83815.45941442053,6,1,0.1531882254626174,153188.2254626174
2024-08-26,LinearTV,55537.766986892246,28.0,1983491.6781032947,28001.65755915992,23.26873352398428,78540.4437869106,0,0,0.1439332348834224,143933.2348834224
2024-08-27,LinearTV,40597.38562193856,28.0,1449906.6293549489,16835.9863515083,13.79736475906635,58322.43823599154,1,0,0.10797570406608221,107975.70406608221
2024-08-28,LinearTV,47640.96769542,28.0,1701463.131979286,19707.28418916719,32.61067675640997,67934.80395551138,2,0,0.1251668909367629,125166.8909367629
2024-08-29,LinearTV,71019.56318188996,28.0,2536412.970781784,28533.927727801616,21.44685026201275,98819.298860933,3,0,0.1792239241027648,179223.9241027648
2024-08-30,LinearTV,68946.61706372628,28.0,2462379.1808473677,28781.30054893662,21.50757488501485,96142.89779386282,4,0,0.17461102910726833,174611.02910726835
2024-08-31,LinearTV,43289.3032475701,28.0,1546046.544556075,19397.86401324747,21.568810085956198,62013.23260466126,5,1,0.1145969405239721,114596.9405239721
2024-09-01,LinearTV,54599.41096864526,28.0,1949978.963165902,21687.387102522425,23.682307620243115,77289.57879475874,6,1,0.14173088876683337,141730.88876683338
2024-09-02,LinearTV,61093.11147023273,28.0,2181896.8382225977,26901.900238523016,20.6966819935873,85894.63064556244,0,0,0.15682165876440726,156821.65876440727
2024-09-03,LinearTV,68000.38867058174,28.0,2428585.309663634,32221.27854495329,29.688242443367457,94917.25549031336,1,0,0.17249402259752591,172494.0225975259
2024-09-04,LinearTV,64614.190022837945,28.0,2307649.643672784,26763.95897449479,30.1152531033856,90510.72253338849,2,0,0.16485916398531658,164859.16398531658
2024-09-05,LinearTV,74933.72271003044,28.0,2676204.382501087,38335.78015726312,13.291666323557031,103840.60529279488,3,0,0.18784146724418563,187841.46724418562
2024-09-06,LinearTV,58169.14301818084,28.0,2077469.3935064585,24263.998181306662,20.296589443721416,82034.78378431858,4,0,0.15006991971120193,150069.91971120192
2024-09-07,LinearTV,51211.08490023367,28.0,1828967.317865488,22660.85049781836,28.518463453369694,72751.81229516095,5,1,0.13371667307411156,133716.67307411155
2024-09-08,LinearTV,60264.19877900486,28.0,2152292.813535888,23299.062458811768,29.967266774223692,84802.86187924775,6,1,0.15491477083000432,154914.77083000433
2024-09-09,LinearTV,57745.19309592192,28.0,2062328.3248543544,24418.22275482718,14.946422056965297,81473.12947575333,0,0,0.14908511074986644,149085.11074986644
2024-09-10,LinearTV,55115.83421777245,28.0,1968422.6506347305,23697.552326497796,22.154152353236206,77978.30223001768,1,0,0.14294386081491517,142943.86081491516
2024-09-11,LinearTV,45092.0598774772,28.0,1610430.7099099,20539.93967171754,14.435455664109163,64473.05307253832,2,0,0.11899567527709154,118995.67527709153
2024-09-12,LinearTV,77575.7687207424,28.0,2770563.1685979427,29923.090251636568,26.317462532856027,107206.241590559,3,0,0.1935905543489807,193590.55434898072
2024-09-13,LinearTV,50785.15283855559,28.0,1813755.4585198425,20624.609213592365,26.20814294990537,72179.05428112079,4,0,0.13270236096569452,132702.3609656945
2024-09-14,LinearTV,57730.51169651216,28.0,2061803.989161149,21279.72008165324,25.38422183491317,81453.67022673419,5,1,0.14905098006411013,149050.98006411013
2024-09-15,LinearTV,39146.671122698055,28.0,1398095.397239216,17035.006688069767,12.697279407189416,56324.5681758748,6,1,0.10438093649810574,104380.93649810574
2024-09-16,LinearTV,68044.36364275785,28.0,2430155.844384209,23212.701715282707,21.41115735718163,94974.27101146991,0,0,0.17259256685145266,172592.56685145266
2024-09-17,LinearTV,51658.21879858829,28.0,1844936.385663868,22288.31892780733,30.461501772967782,73352.51859776686,1,0,0.1347798163399002,134779.8163399002
2024-09-18,LinearTV,58622.32853497567,28.0,2093654.5905348451,25402.26751012413,24.5968350275989,82634.60581691473,2,0,0.1511209935303242,151120.99353032422
2024-09-19,LinearTV,70072.9675759358,28.0,2502605.9848548505,35312.54721488443,27.92974856328543,97598.61479983007,3,0,0.17712171583253034,177121.71583253035
2024-09-20,LinearTV,73702.1059802611,28.0,2632218.070723611,33950.50398024601,25.56022968105931,102265.15608096006,4,0,0.18514287693556375,185142.87693556375
2024-09-21,LinearTV,49025.52391637208,28.0,1750911.56844186,24972.93900654145,21.004171386251283,69807.3029587195,5,1,0.12849559839678257,128495.59839678257
2024-09-22,LinearTV,62873.66094291135,28.0,2245487.8908182625,28298.640317684567,31.141910738541107,88233.2627366842,6,1,0.16089872056534268,160898.7205653427
2024-09-23,LinearTV,34662.25443049107,28.0,1237937.658231824,14438.281295709914,6.1721556277874825,50109.3775674338,0,0,0.09315036577237086,93150.36577237086
2024-09-24,LinearTV,68888.50910770996,28.0,2460303.896703928,21970.08236585441,18.696920667090936,96067.70260827195,1,0,0.17448122965771962,174481.2296577196
2024-09-25,LinearTV,92549.04882120814,28.0,3305323.1721860054,34697.34062709039,13.735471895767752,125924.48625585595,2,0,0.22516708816849126,225167.08816849126
2024-09-26,LinearTV,74350.54779578488,28.0,2655376.706992317,34181.98068328113,21.729954591817634,103095.14273677296,3,0,0.18656515464631598,186565.154646316
2024-09-27,LinearTV,48929.14374507913,28.0,1747469.4194671118,21776.704271678744,22.854085117880885,69677.13648884997,4,0,0.12826441679223724,128264.41679223724
2024-09-28,LinearTV,50506.79587672812,28.0,1803814.138454576,22046.763120317515,22.69120925973639,71804.46043560357,5,1,0.13203864917094377,132038.64917094377
2024-09-29,LinearTV,69504.91537161088,28.0,2482318.40612896,27696.95297494344,33.29159624168061,96864.8923952856,6,1,0.1758567639031318,175856.7639031318
2024-09-30,LinearTV,44520.67136858348,28.0,1590023.97744941,20620.83152603431,15.955836523902068,63694.43479552252,0,0,0.11760454903689671,117604.54903689671
2024-10-01,LinearTV,77190.45216213097,28.0,2756801.8629332487,30815.050879722345,32.476503390458674,106716.58250159,1,0,0.1927554813220497,192755.4813220497
2024-10-02,LinearTV,43567.20916731657,28.0,1555971.7559755915,17197.41835571738,29.964216764992955,62393.04871373625,2,0,0.11527688006825665,115276.88006825665
2024-10-03,LinearTV,69283.2944703473,28.0,2474403.373940975,34903.17186546804,24.586272893661462,96578.39434400748,3,0,0.17536255696537958,175362.5569653796
2024-10-04,LinearTV,56743.03387580696,28.0,2026536.924135963,25854.8873105532,18.009653005997407,80143.42564320544,4,0,0.1467512210187387,146751.2210187387
2024-10-05,LinearTV,36857.95172635651,28.0,1316355.418798447,15383.994067952464,15.831898905014224,53159.97334646904,5,1,0.09867164569584688,98671.64569584688
2024-10-06,LinearTV,65392.13696320688,28.0,2335433.4629716747,34255.52675013367,18.232976806741284,91525.91251961932,6,1,0.16662137862078055,166621.37862078054
